년도,인구수,출생률,,
2019,"51,826,287",0.918,,
2020,"51,847,509",0.837,,
2021,"51,825,932",0.808,,
2022,"51,632,473",0.778,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
